
S&P 500 INDEX,Last: 5123.6899,Change:  -33.6701
Date: 2024년 3월 10일 오전 9:02 GMT-4,Bid: 5095.1699,Ask: 5164.6899,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Mar 28 2024,SPXW240328C05335000,5.48,-4.62,5.1,5.4,70,0.1135,0.0865,0.0012,185,5335.00,SPXW240328P05335000,243.8,0,192.4,200.7,0,0.1157,-0.9139,0.0012,0
Thu Mar 28 2024,SPXW240328C05340000,5.45,-4,4.7,5,16,0.1138,0.0809,0.0011,379,5340.00,SPXW240328P05340000,306.98,0,197,205.3,0,0.1158,-0.9195,0.0011,10
Thu Mar 28 2024,SPXW240328C05345000,5.45,-3.35,4.3,4.6,6,0.1139,0.0756,0.001,32,5345.00,SPXW240328P05345000,0,0,201.3,209.9,0,0.1159,-0.9247,0.001,0
Thu Mar 28 2024,SPXW240328C05350000,4.3,-3.9,4,4.2,1241,0.1135,0.0707,0.001,2342,5350.00,SPXW240328P05350000,202.29,0,206.3,214.5,0,0.1101,-0.9297,0.001,18
Thu Mar 28 2024,SPXW240328C05355000,4.5,-3.1,3.6,3.9,26,0.1137,0.066,0.0009,61,5355.00,SPXW240328P05355000,0,0,210.9,219.2,0,0.1161,-0.9344,0.0009,0
Thu Mar 28 2024,SPXW240328C05360000,3.63,-3.47,3.3,3.6,63,0.1133,0.0615,0.0009,187,5360.00,SPXW240328P05360000,211.39,0,215.6,223.9,0,0.1057,-0.9389,0.0009,6
Thu Mar 28 2024,SPXW240328C05365000,4.12,0,3.1,3.3,0,0.1135,0.0574,0.0008,1,5365.00,SPXW240328P05365000,0,0,220.4,228.7,0,0.1046,-0.943,0.0008,0
Thu Mar 28 2024,SPXW240328C05370000,3.08,-3.02,2.85,3.1,10,0.1136,0.0535,0.0008,437,5370.00,SPXW240328P05370000,0,0,225.1,233.4,0,0.1037,-0.9469,0.0008,0
Thu Mar 28 2024,SPXW240328C05375000,2.88,-2.82,2.6,2.8,1220,0.1135,0.0498,0.0008,876,5375.00,SPXW240328P05375000,509.45,0,229.7,238.2,0,0.1031,-0.9506,0.0008,1
Thu Mar 28 2024,SPXW240328C05380000,3.5,-1.8,2.4,2.55,7,0.1135,0.0464,0.0007,309,5380.00,SPXW240328P05380000,0,0,234.6,242.9,0,0.1015,-0.954,0.0007,0
Thu Mar 28 2024,SPXW240328C05385000,3.3,-1.6,2.2,2.35,2,0.1136,0.0432,0.0007,61,5385.00,SPXW240328P05385000,0,0,239.4,247.7,0,0.1008,-0.9572,0.0007,0
Thu Mar 28 2024,SPXW240328C05390000,3.1,-1.4,2.05,2.2,5,0.114,0.0402,0.0006,240,5390.00,SPXW240328P05390000,0,0,244.2,252.5,0,0.0997,-0.9602,0.0006,0
Thu Mar 28 2024,SPXW240328C05395000,2.85,2.85,1.9,2,3,0.1138,0.0374,0.0006,0,5395.00,SPXW240328P05395000,0,0,249,257.2,0,0.0973,-0.9629,0.0006,0
Thu Mar 28 2024,SPXW240328C05400000,1.85,-2.05,1.75,1.85,2509,0.114,0.0349,0.0006,4029,5400.00,SPXW240328P05400000,240.6,12.25,253.7,262.2,10,0.0962,-0.9655,0.0006,61
Thu Mar 28 2024,SPXW240328C05405000,2.35,2.35,1.6,1.7,2,0.1144,0.0325,0.0005,0,5405.00,SPXW240328P05405000,0,0,258.7,267.1,0,0.0945,-0.9679,0.0005,0
Thu Mar 28 2024,SPXW240328C05410000,2.2,-1.1,1.45,1.6,6,0.1146,0.0303,0.0005,85,5410.00,SPXW240328P05410000,0,0,263.4,271.9,0,0.0921,-0.9701,0.0005,0
Thu Mar 28 2024,SPXW240328C05420000,1.9,-0.975,1.25,1.35,3,0.1151,0.0263,0.0004,263,5420.00,SPXW240328P05420000,0,0,273.3,281.7,0,0.0806,-0.9741,0.0004,0
Thu Mar 28 2024,SPXW240328C05425000,1.75,-0.925,1.15,1.3,2460,0.1154,0.0246,0.0004,438,5425.00,SPXW240328P05425000,0,0,277.7,286.6,0,0,-0.9758,0.0004,0
Thu Mar 28 2024,SPXW240328C05430000,1.6,-0.875,1.1,1.2,3,0.1155,0.0229,0.0004,137,5430.00,SPXW240328P05430000,0,0,283.1,291.5,0,0,-0.9775,0.0004,0
Thu Mar 28 2024,SPXW240328C05440000,1.1,-1.05,0.9,1.05,62,0.1163,0.02,0.0004,1097,5440.00,SPXW240328P05440000,0,0,292.9,301.3,0,0,-0.9804,0.0004,0
Thu Mar 28 2024,SPXW240328C05450000,1.25,-0.6,0.8,0.9,131,0.1172,0.0176,0.0003,1719,5450.00,SPXW240328P05450000,285.93,0,302.2,311.1,0,0,-0.9828,0.0003,52
Thu Mar 28 2024,SPXW240328C05460000,0.7,0,0.7,0.8,0,0.1189,0.0154,0.0003,205,5460.00,SPXW240328P05460000,0,0,312.6,321,0,0,-0.985,0.0003,0
Thu Mar 28 2024,SPXW240328C05470000,1.05,0,0.6,0.7,0,0.1198,0.0136,0.0002,402,5470.00,SPXW240328P05470000,0,0,321.9,330.9,0,0,-0.9868,0.0002,0
Thu Mar 28 2024,SPXW240328C05475000,0.86,-0.44,0.55,0.65,4,0.1201,0.0128,0.0002,153,5475.00,SPXW240328P05475000,0,0,326.9,335.8,0,0,-0.9876,0.0002,0
Thu Mar 28 2024,SPXW240328C05480000,1.07,0,0.55,0.65,0,0.1203,0.0121,0.0002,84,5480.00,SPXW240328P05480000,0,0,331.8,340.5,0,0,-0.9883,0.0002,0
Thu Mar 28 2024,SPXW240328C05490000,1.55,0.5,0.5,0.6,2,0.1219,0.0108,0.0002,35,5490.00,SPXW240328P05490000,0,0,342.3,350.6,0,0,-0.9896,0.0002,0
Thu Mar 28 2024,SPXW240328C05500000,1.35,0.45,0.4,0.55,1,0.1234,0.0096,0.0002,1883,5500.00,SPXW240328P05500000,332.94,0,351.6,360.6,0,0,-0.9908,0.0002,149
Thu Mar 28 2024,SPXW240328C05510000,0.5,0,0.4,0.5,0,0.1246,0.0087,0.0002,6,5510.00,SPXW240328P05510000,0,0,362.1,370.5,0,0,-0.9917,0.0002,0
Thu Mar 28 2024,SPXW240328C05520000,0.4,0,0.35,0.45,0,0.1266,0.0078,0.0001,58,5520.00,SPXW240328P05520000,0,0,371.9,380.4,0,0,-0.9926,0.0001,0
Thu Mar 28 2024,SPXW240328C05525000,0.52,-0.155,0.35,0.4,6,0.1261,0.0075,0.0001,89,5525.00,SPXW240328P05525000,0,0,377,385.4,0,0,-0.9929,0.0001,0
Thu Mar 28 2024,SPXW240328C05530000,0.6,-0.05,0.3,0.4,1,0.1265,0.0071,0.0001,182,5530.00,SPXW240328P05530000,0,0,381.4,390.4,0,0,-0.9933,0.0001,0
Thu Mar 28 2024,SPXW240328C05540000,0.47,0,0.3,0.4,0,0.1292,0.0065,0.0001,4,5540.00,SPXW240328P05540000,0,0,391.9,400.3,0,0,-0.9939,0.0001,0
Thu Mar 28 2024,SPXW240328C05550000,0.35,-0.175,0.25,0.35,18,0.1297,0.0059,0.0001,1868,5550.00,SPXW240328P05550000,455.59,0,401.3,410.3,0,0,-0.9945,0.0001,20
Thu Mar 28 2024,SPXW240328C05560000,0,0,0.25,0.35,0,0.1324,0.0054,0.0001,0,5560.00,SPXW240328P05560000,0,0,411.8,420.2,0,0,-0.995,0.0001,0
Thu Mar 28 2024,SPXW240328C05575000,0.32,-0.08,0.2,0.3,6,0.1338,0.0048,0.0001,204,5575.00,SPXW240328P05575000,0,0,426.2,435.1,0,0,-0.9956,0.0001,0
Thu Mar 28 2024,SPXW240328C05600000,0.25,-0.075,0.15,0.25,562,0.1371,0.004,0.0001,2228,5600.00,SPXW240328P05600000,432.66,0,451.6,460,0,0,-0.9964,0.0001,11
Thu Mar 28 2024,SPXW240328C05625000,0.3,0.025,0.15,0.25,1,0.1435,0.0034,0.0001,217,5625.00,SPXW240328P05625000,0,0,476,484.9,0,0,-0.997,0.0001,0
Thu Mar 28 2024,SPXW240328C05650000,0.15,0,0.1,0.2,0,0.1457,0.0029,0,2162,5650.00,SPXW240328P05650000,480.52,0,501.4,509.8,0,0,-0.9975,0,20
Thu Mar 28 2024,SPXW240328C05675000,0.25,0,0.1,0.2,0,0.1518,0.0026,0,44,5675.00,SPXW240328P05675000,0,0,526.3,534.7,0,0,-0.9978,0,0
Thu Mar 28 2024,SPXW240328C05700000,0.25,0,0.1,0.15,0,0.1552,0.0022,0,1364,5700.00,SPXW240328P05700000,865.38,0,551.2,559.6,0,0,-0.9981,0,1
Thu Mar 28 2024,SPXW240328C05725000,0.15,0,0.05,0.15,0,0.158,0.002,0,76,5725.00,SPXW240328P05725000,0,0,576.1,584.3,0,0,-0.9984,0,0
Thu Mar 28 2024,SPXW240328C05750000,0.15,0,0,0.15,0,0.1638,0.0018,0,927,5750.00,SPXW240328P05750000,856.08,0,600.5,609.4,0,0,-0.9986,0,1
Thu Mar 28 2024,SPXW240328C05775000,0,0,0,0.15,0,0.1696,0.0016,0,0,5775.00,SPXW240328P05775000,0,0,625.8,634.3,0,0,-0.9988,0,0
Thu Mar 28 2024,SPXW240328C05800000,0.15,0,0,0.15,0,0.1753,0.0015,0,466,5800.00,SPXW240328P05800000,981.13,0,650.3,659.1,0,0,-0.9989,0,2
Thu Mar 28 2024,SPXW240328C05850000,0.15,0,0,0.1,0,0.1865,0.0012,0,239,5850.00,SPXW240328P05850000,0,0,700.1,709.1,0,0,-0.9992,0,0
Thu Mar 28 2024,SPXW240328C05900000,0.15,0,0,0.1,0,0.1977,0.001,0,236,5900.00,SPXW240328P05900000,907.21,0,750.4,758.9,0,0,-0.9993,0,2
Thu Mar 28 2024,SPXW240328C05950000,0.2,0,0,0.1,0,0.2038,0.0009,0,30,5950.00,SPXW240328P05950000,0,0,800.2,808.8,0,0,-0.9995,0,0
Thu Mar 28 2024,SPXW240328C06000000,0.1,0,0,0.1,0,0.2144,0.0008,0,3392,6000.00,SPXW240328P06000000,895.3,0,850.1,858.6,0,0,-0.9996,0,166
Thu Mar 28 2024,SPXW240328C06050000,0.08,0,0,0.1,0,0.2249,0.0007,0,1,6050.00,SPXW240328P06050000,0,0,900,908.4,0,0,-0.9997,0,0
Thu Mar 28 2024,SPXW240328C06100000,0.1,0,0,0.1,0,0.2353,0.0006,0,50,6100.00,SPXW240328P06100000,0,0,949.7,958.3,0,0,-0.9998,0,0
Thu Mar 28 2024,SPXW240328C06150000,0,0,0,0.1,0,0.2456,0.0005,0,0,6150.00,SPXW240328P06150000,0,0,999.1,1008.1,0,0,-0.9999,0,0
Thu Mar 28 2024,SPXW240328C06200000,0.05,0,0,0.1,0,0.2557,0.0004,0,669,6200.00,SPXW240328P06200000,1022.89,0,1049.5,1058,0,0,-1,0,1484
Thu Mar 28 2024,SPXW240328C06300000,0.05,0,0,0.1,0,0.2757,0.0003,0,4,6300.00,SPXW240328P06300000,1207.24,0,1148.6,1157.6,0,0,-1,0,5
Thu Mar 28 2024,SPXW240328C06400000,0,0,0,0.1,0,0.2952,0.0003,0,0,6400.00,SPXW240328P06400000,0,0,1248.8,1257.3,0,0,-1,0,0
Thu Mar 28 2024,SPXW240328C06600000,0.07,0,0,0.1,0,0.333,0.0002,0,1,6600.00,SPXW240328P06600000,1506.09,0,1448.2,1456.7,0,0,-1,0,1
Mon Apr 01 2024,SPXW240401C01400000,0,0,3727.5,3735.1,0,2.0509,0.9999,0,0,1400.00,SPXW240401P01400000,0,0,0,0.1,0,1.4508,0,0,0
Mon Apr 01 2024,SPXW240401C01600000,0,0,3528.2,3535.8,0,1.8455,0.9999,0,0,1600.00,SPXW240401P01600000,0,0,0,0.1,0,1.3052,0,0,0
Mon Apr 01 2024,SPXW240401C01800000,0,0,3328.8,3336.1,0,1.6653,0.9999,0,0,1800.00,SPXW240401P01800000,0,0,0,0.1,0,1.177,-0.0001,0,0
Mon Apr 01 2024,SPXW240401C02000000,3088.36,0,3129.5,3136.8,0,1.5046,0.9998,0,8,2000.00,SPXW240401P02000000,0.05,0,0,0.1,0,1.0625,-0.0001,0,40
Mon Apr 01 2024,SPXW240401C02200000,0,0,2930.2,2938.3,0,1.3537,0.9998,0,0,2200.00,SPXW240401P02200000,0.07,0,0,0.1,0,0.9857,-0.0001,0,22
Mon Apr 01 2024,SPXW240401C02400000,0,0,2730.9,2738.5,0,1.222,0.9998,0,0,2400.00,SPXW240401P02400000,0.05,0,0,0.1,0,0.8885,-0.0002,0,1
Mon Apr 01 2024,SPXW240401C02600000,0,0,2531.5,2538.9,0,1.1009,0.9997,0,3,2600.00,SPXW240401P02600000,0.05,0,0,0.1,25,0.7992,-0.0002,0,60
Mon Apr 01 2024,SPXW240401C02800000,0,0,2332.3,2339.8,0,0.9863,0.9996,0,0,2800.00,SPXW240401P02800000,0.1,0,0.05,0.15,2,0.7314,-0.0004,0,1
Mon Apr 01 2024,SPXW240401C03000000,0,0,2133.1,2140.6,0,0.8797,0.9994,0,0,3000.00,SPXW240401P03000000,0.15,0,0.05,0.15,0,0.6637,-0.0005,0,25
Mon Apr 01 2024,SPXW240401C03200000,0,0,1933.6,1941,0,0.7839,0.9991,0,0,3200.00,SPXW240401P03200000,0.2,0.025,0.1,0.25,10,0.6046,-0.0008,0,86
Mon Apr 01 2024,SPXW240401C03400000,0,0,1734.4,1741.8,0,0.6916,0.9986,0,0,3400.00,SPXW240401P03400000,0.25,0,0.2,0.35,41,0.5528,-0.0014,0,21
Mon Apr 01 2024,SPXW240401C03600000,0,0,1535.2,1542.6,0,0.6072,0.9978,0,0,3600.00,SPXW240401P03600000,0.5,0.15,0.35,0.45,4,0.4954,-0.0022,0,60
Mon Apr 01 2024,SPXW240401C03800000,0,0,1336.3,1343.8,0,0.5277,0.9964,0,0,3800.00,SPXW240401P03800000,0.66,0.11,0.55,0.65,21,0.4442,-0.0035,0,39
Mon Apr 01 2024,SPXW240401C03900000,0,0,1236.8,1244.2,0,0.4896,0.9955,0,0,3900.00,SPXW240401P03900000,0.95,0,0.7,0.8,0,0.4195,-0.0044,0,24
Mon Apr 01 2024,SPXW240401C04000000,0,0,1137.3,1144.7,0,0.453,0.9944,0,0,4000.00,SPXW240401P04000000,0.97,0.17,0.85,0.95,22,0.3927,-0.0056,0,889
Mon Apr 01 2024,SPXW240401C04050000,0,0,1087.6,1095,0,0.4347,0.9936,0,0,4050.00,SPXW240401P04050000,0,0,0.95,1.05,0,0.3798,-0.0063,0,0
Mon Apr 01 2024,SPXW240401C04100000,0,0,1037.8,1045.3,0,0.4165,0.9929,0,0,4100.00,SPXW240401P04100000,1,0.05,1.05,1.15,1,0.3664,-0.0071,0,304
Mon Apr 01 2024,SPXW240401C04150000,0,0,988.1,995.6,0,0.3993,0.992,0,0,4150.00,SPXW240401P04150000,1.15,0.1,1.15,1.25,242,0.3535,-0.008,0,1309
Mon Apr 01 2024,SPXW240401C04200000,0,0,938.4,945.8,0,0.3811,0.9909,0,0,4200.00,SPXW240401P04200000,1.2,0,1.25,1.4,0,0.3393,-0.009,0,179
Mon Apr 01 2024,SPXW240401C04250000,0,0,888.7,895.9,0,0.363,0.9898,0.0001,0,4250.00,SPXW240401P04250000,1.58,0,1.4,1.55,0,0.3262,-0.0102,0.0001,40
Mon Apr 01 2024,SPXW240401C04300000,0,0,839,846.5,0,0.3464,0.9884,0.0001,0,4300.00,SPXW240401P04300000,1.62,0.22,1.55,1.7,8,0.3125,-0.0116,0.0001,63
Mon Apr 01 2024,SPXW240401C04350000,0,0,789.3,797.2,0,0.3297,0.9868,0.0001,0,4350.00,SPXW240401P04350000,1.77,0.27,1.7,1.85,84,0.2994,-0.0132,0.0001,56
Mon Apr 01 2024,SPXW240401C04400000,0,0,739.7,747.1,0,0.3127,0.9849,0.0001,0,4400.00,SPXW240401P04400000,2.13,0.48,1.9,2.05,8,0.2854,-0.015,0.0001,82
Mon Apr 01 2024,SPXW240401C04450000,695.59,-28.91,690.1,697.5,1,0.2962,0.9826,0.0001,1,4450.00,SPXW240401P04450000,2.35,0.5,2.15,2.3,3,0.2716,-0.0173,0.0001,70
Mon Apr 01 2024,SPXW240401C04500000,0,0,640.5,648,0,0.2794,0.9799,0.0001,0,4500.00,SPXW240401P04500000,2.85,0.8,2.4,2.55,7,0.258,-0.02,0.0001,689
Mon Apr 01 2024,SPXW240401C04550000,0,0,591,598.4,0,0.2633,0.9765,0.0002,0,4550.00,SPXW240401P04550000,3.2,0.875,2.75,2.9,192,0.2447,-0.0235,0.0002,42
Mon Apr 01 2024,SPXW240401C04600000,0,0,541.6,549,0,0.2473,0.9722,0.0002,0,4600.00,SPXW240401P04600000,3.2,0.55,3.1,3.3,14,0.2314,-0.0278,0.0002,544
Mon Apr 01 2024,SPXW240401C04650000,0,0,492.3,499.7,0,0.2311,0.9666,0.0003,0,4650.00,SPXW240401P04650000,2.5,-0.55,3.6,3.8,1,0.2179,-0.0334,0.0003,252
Mon Apr 01 2024,SPXW240401C04700000,424.48,0,442.8,450.4,0,0.2158,0.9592,0.0003,0,4700.00,SPXW240401P04700000,4,0.4,4.3,4.5,9,0.205,-0.0408,0.0003,229
Mon Apr 01 2024,SPXW240401C04725000,0,0,418.7,426.6,0,0.2084,0.9545,0.0004,0,4725.00,SPXW240401P04725000,5,1.1,4.8,5,24,0.1988,-0.0454,0.0004,34
Mon Apr 01 2024,SPXW240401C04750000,401.99,0,394.3,401.7,0,0.2008,0.9492,0.0004,2,4750.00,SPXW240401P04750000,5,0.7,5.3,5.5,7,0.1925,-0.0508,0.0004,326
Mon Apr 01 2024,SPXW240401C04775000,334.35,0,370,377.3,0,0.1937,0.9428,0.0005,4,4775.00,SPXW240401P04775000,5.18,0.38,5.8,6.1,3,0.186,-0.0571,0.0005,95
Mon Apr 01 2024,SPXW240401C04790000,0,0,355.4,362.8,0,0.1894,0.9385,0.0005,0,4790.00,SPXW240401P04790000,10.79,0,6.2,6.5,0,0.1821,-0.0614,0.0005,17
Mon Apr 01 2024,SPXW240401C04800000,350.5,0,345.8,353.5,0,0.1868,0.9354,0.0005,4,4800.00,SPXW240401P04800000,4.2,-1.1,6.5,6.8,14,0.1798,-0.0646,0.0005,447
Mon Apr 01 2024,SPXW240401C04810000,0,0,335.7,343.3,0,0.1839,0.932,0.0006,0,4810.00,SPXW240401P04810000,5.8,0,6.8,7.1,0,0.1773,-0.0679,0.0006,121
Mon Apr 01 2024,SPXW240401C04820000,295.36,0,326.5,333.8,0,0.1812,0.9284,0.0006,11,4820.00,SPXW240401P04820000,9.9,0,7.2,7.4,0,0.1753,-0.0715,0.0006,219
Mon Apr 01 2024,SPXW240401C04825000,302.82,0,321.7,329,0,0.1799,0.9265,0.0006,20,4825.00,SPXW240401P04825000,6.97,0,7.3,7.6,0,0.1742,-0.0734,0.0006,8
Mon Apr 01 2024,SPXW240401C04830000,300.97,0,316.9,324.2,0,0.1786,0.9246,0.0006,24,4830.00,SPXW240401P04830000,5.48,-0.62,7.5,7.8,1,0.1726,-0.0753,0.0006,18
Mon Apr 01 2024,SPXW240401C04840000,335.19,0,307.3,315.2,0,0.176,0.9205,0.0007,1,4840.00,SPXW240401P04840000,8.1,1.7,7.9,8.2,26,0.1704,-0.0795,0.0007,79
Mon Apr 01 2024,SPXW240401C04850000,285.12,0,297.7,305,0,0.1732,0.9161,0.0007,1,4850.00,SPXW240401P04850000,8.5,1.8,8.3,8.6,9,0.1682,-0.0839,0.0007,236
Mon Apr 01 2024,SPXW240401C04860000,270.13,0,288.2,295.5,0,0.1705,0.9113,0.0007,22,4860.00,SPXW240401P04860000,7.62,0.52,8.8,9,2,0.1659,-0.0886,0.0007,56
Mon Apr 01 2024,SPXW240401C04870000,267.6,0,278.7,286,0,0.1678,0.9063,0.0008,3,4870.00,SPXW240401P04870000,9.65,2.15,9.2,9.5,2,0.164,-0.0936,0.0008,57
Mon Apr 01 2024,SPXW240401C04875000,256.19,0,274,281.3,0,0.1667,0.9036,0.0008,87,4875.00,SPXW240401P04875000,9.9,2.2,9.5,9.8,5,0.1626,-0.0963,0.0008,40
Mon Apr 01 2024,SPXW240401C04880000,258.62,0,269.3,277.2,0,0.1653,0.9008,0.0008,78,4880.00,SPXW240401P04880000,11.82,0,9.8,10,0,0.1616,-0.0991,0.0008,45
Mon Apr 01 2024,SPXW240401C04890000,257.11,0,260.8,266.2,0,0.1629,0.895,0.0009,10,4890.00,SPXW240401P04890000,10.5,2.15,10.3,10.6,1,0.1595,-0.1049,0.0009,71
Mon Apr 01 2024,SPXW240401C04900000,276.31,0,251.4,258.4,0,0.1602,0.8887,0.0009,52,4900.00,SPXW240401P04900000,9.48,0.68,10.9,11.2,142,0.1573,-0.1112,0.0009,123
Mon Apr 01 2024,SPXW240401C04910000,215.56,0,242,247.6,0,0.1577,0.882,0.001,28,4910.00,SPXW240401P04910000,11.4,2.05,11.6,12,32,0.1552,-0.1179,0.001,64
Mon Apr 01 2024,SPXW240401C04920000,206.79,0,232.7,238.5,0,0.1553,0.8748,0.001,21,4920.00,SPXW240401P04920000,13.1,3.2,12.3,12.6,102,0.153,-0.1252,0.001,63
Mon Apr 01 2024,SPXW240401C04925000,206.47,0,228.1,233.8,0,0.154,0.871,0.001,0,4925.00,SPXW240401P04925000,14,3.8,12.7,13,17,0.152,-0.129,0.001,65
Mon Apr 01 2024,SPXW240401C04930000,183.36,0,223.5,229.2,0,0.1529,0.867,0.0011,7,4930.00,SPXW240401P04930000,8.23,-2.32,13.1,13.4,4,0.151,-0.1329,0.0011,127
Mon Apr 01 2024,SPXW240401C04935000,0,0,218.9,224.7,0,0.1518,0.8629,0.0011,0,4935.00,SPXW240401P04935000,18.6,0,13.5,13.8,0,0.1499,-0.137,0.0011,6
Mon Apr 01 2024,SPXW240401C04940000,183.07,0,214.3,220.1,0,0.1504,0.8587,0.0011,2,4940.00,SPXW240401P04940000,12.63,0,13.9,14.2,0,0.1489,-0.1413,0.0011,182
Mon Apr 01 2024,SPXW240401C04945000,0,0,209.7,215.7,0,0.1494,0.8543,0.0012,0,4945.00,SPXW240401P04945000,0,0,14.4,14.8,0,0.1479,-0.1457,0.0012,0
Mon Apr 01 2024,SPXW240401C04950000,189.49,0,205.2,210.9,0,0.1516,0.8497,0.0012,6,4950.00,SPXW240401P04950000,15,3.05,14.8,15.2,21,0.1468,-0.1503,0.0012,235
Mon Apr 01 2024,SPXW240401C04955000,0,0,200.7,206.7,0,0.1504,0.8449,0.0012,0,4955.00,SPXW240401P04955000,0,0,15.3,15.6,0,0.1458,-0.155,0.0012,0
Mon Apr 01 2024,SPXW240401C04960000,175.65,0,196.2,202.1,0,0.1493,0.84,0.0013,2,4960.00,SPXW240401P04960000,9.75,-3,15.8,16.2,1,0.1448,-0.1599,0.0013,343
Mon Apr 01 2024,SPXW240401C04965000,0,0,191.7,197.8,0,0.1482,0.835,0.0013,0,4965.00,SPXW240401P04965000,17.09,3.89,16.4,16.7,1,0.1438,-0.165,0.0013,17
Mon Apr 01 2024,SPXW240401C04970000,194.25,-24.2,187.3,193.3,1,0.1471,0.8297,0.0014,7,4970.00,SPXW240401P04970000,10.7,-2.95,16.9,17.2,1,0.143,-0.1703,0.0014,204
Mon Apr 01 2024,SPXW240401C04975000,228.21,14.26,182.8,189,1,0.1461,0.8242,0.0014,3,4975.00,SPXW240401P04975000,18.26,4.16,17.5,17.8,14,0.1421,-0.1757,0.0014,317
Mon Apr 01 2024,SPXW240401C04980000,185.35,-24.1,178.4,184.7,1,0.1451,0.8186,0.0014,6,4980.00,SPXW240401P04980000,19.05,4.5,18.1,18.4,17,0.1411,-0.1814,0.0014,80
Mon Apr 01 2024,SPXW240401C04985000,0,0,174,180.4,0,0.1439,0.8127,0.0015,0,4985.00,SPXW240401P04985000,0,0,18.7,19.1,0,0.1399,-0.1872,0.0015,0
Mon Apr 01 2024,SPXW240401C04990000,217.72,17.52,169.7,176.1,2,0.143,0.8066,0.0015,8,4990.00,SPXW240401P04990000,19.15,3.55,19.4,19.7,15,0.1392,-0.1933,0.0015,66
Mon Apr 01 2024,SPXW240401C04995000,0,0,165.3,171.8,0,0.142,0.8004,0.0015,0,4995.00,SPXW240401P04995000,27.75,0,20.1,20.4,0,0.1383,-0.1996,0.0015,36
Mon Apr 01 2024,SPXW240401C05000000,211.3,19.9,161.1,167.6,8,0.1409,0.7939,0.0016,33,5000.00,SPXW240401P05000000,20.6,3.9,20.8,21.1,93,0.1374,-0.2061,0.0016,996
Mon Apr 01 2024,SPXW240401C05005000,189.27,0,156.6,164.2,0,0.14,0.7871,0.0016,23,5005.00,SPXW240401P05005000,18.7,1.4,21.5,21.9,15,0.1364,-0.2128,0.0016,44
Mon Apr 01 2024,SPXW240401C05010000,202.2,19.3,152.4,159.9,8,0.1386,0.7802,0.0017,16,5010.00,SPXW240401P05010000,19.35,1.4,22.3,22.6,26,0.1354,-0.2198,0.0017,230
Mon Apr 01 2024,SPXW240401C05015000,0,0,148.4,155,0,0.1378,0.773,0.0017,0,5015.00,SPXW240401P05015000,18.92,0.37,23.1,23.5,12,0.1346,-0.227,0.0017,16
Mon Apr 01 2024,SPXW240401C05020000,147.7,0,144.2,151.5,0,0.1366,0.7656,0.0017,139,5020.00,SPXW240401P05020000,22.37,3.12,23.9,24.4,22,0.1337,-0.2344,0.0017,171
Mon Apr 01 2024,SPXW240401C05025000,104.63,0,140.1,147.4,0,0.1356,0.7579,0.0018,150,5025.00,SPXW240401P05025000,25.05,5.1,24.8,25.2,840,0.1328,-0.242,0.0018,426
Mon Apr 01 2024,SPXW240401C05030000,144.66,0,136.1,143.3,0,0.1346,0.75,0.0018,31,5030.00,SPXW240401P05030000,24.06,3.36,25.8,26.2,14,0.1321,-0.25,0.0018,49
Mon Apr 01 2024,SPXW240401C05035000,0,0,132.1,138.8,0,0.1336,0.7418,0.0019,0,5035.00,SPXW240401P05035000,18.82,-2.68,26.7,27.1,5,0.1311,-0.2581,0.0019,13
Mon Apr 01 2024,SPXW240401C05040000,92.7,0,128.2,135.2,0,0.1326,0.7334,0.0019,157,5040.00,SPXW240401P05040000,25.96,3.66,27.7,28.2,24,0.1304,-0.2665,0.0019,199
Mon Apr 01 2024,SPXW240401C05045000,123.4,-29.9,124.3,131,1,0.1317,0.7247,0.002,1,5045.00,SPXW240401P05045000,20.27,-2.88,28.8,29.2,5,0.1296,-0.2752,0.002,10
Mon Apr 01 2024,SPXW240401C05050000,158.75,9.55,120.5,127.1,3,0.1308,0.7158,0.002,42,5050.00,SPXW240401P05050000,30.7,6.65,29.9,30.3,33,0.1288,-0.2841,0.002,328
Mon Apr 01 2024,SPXW240401C05055000,105.56,0,116.7,123.4,0,0.1299,0.7066,0.002,1,5055.00,SPXW240401P05055000,26.1,1.15,31,31.5,4,0.128,-0.2933,0.002,31
Mon Apr 01 2024,SPXW240401C05060000,150.35,9.2,112.9,119.6,2,0.1289,0.6972,0.0021,74,5060.00,SPXW240401P05060000,21.97,-3.98,32.2,32.7,2,0.1273,-0.3027,0.0021,68
Mon Apr 01 2024,SPXW240401C05065000,0,0,109.2,115.5,0,0.1279,0.6875,0.0021,0,5065.00,SPXW240401P05065000,28.1,0,33.5,33.9,0,0.1265,-0.3124,0.0021,22
Mon Apr 01 2024,SPXW240401C05070000,130.74,0,105.6,112.1,0,0.1268,0.6776,0.0022,47,5070.00,SPXW240401P05070000,34.42,6.42,34.8,35.2,5,0.1257,-0.3224,0.0022,62
Mon Apr 01 2024,SPXW240401C05075000,85.01,0,102,108.4,0,0.1275,0.6674,0.0022,135,5075.00,SPXW240401P05075000,37.34,8.24,36.1,36.6,14,0.1251,-0.3324,0.0022,90
